MAR,SCHL,WAGP,ESR,RAC1P
1,16,000000,6,1
1,17,023000,1,1
1,17,000000,6,1
1,20,098000,1,1
1,21,055000,1,1
5,02,,,1
1,24,000000,6,1
1,22,000000,6,1
5,16,000000,6,3
5,19,016800,1,1
5,17,019900,1,9
5,19,005000,1,1
2,22,000000,6,1
1,18,015000,3,3
1,18,015000,3,3
5,06,,,3
5,,,,3
1,19,078000,1,2
1,21,000000,6,2
1,19,050000,1,1
1,16,030000,3,1
1,21,125000,1,1
5,13,015300,1,9
5,11,000000,,9
5,08,,,9
1,21,003000,1,3
1,18,048000,1,1
1,17,015000,1,1
5,,,,1
5,,,,1
1,20,077000,1,1
1,17,035000,1,1
5,21,013300,1,1
3,22,092000,1,1
1,11,017000,1,8
1,11,011000,1,8
5,07,,,8
5,01,,,8
5,,,,8
3,19,000000,6,1
1,19,000000,6,1
1,21,140000,1,6
1,19,000000,6,1
1,20,000000,6,1
1,19,089000,1,1
1,22,004000,1,6
5,14,000300,6,6
3,16,000000,3,1
4,21,042000,1,1
1,16,000000,6,2
5,14,000000,6,1
1,21,130000,1,1
1,21,190000,1,1
5,18,020000,3,1
5,,,,3
5,19,025000,1,3
5,,,,3
5,13,000000,6,1
1,21,000000,6,1
1,19,000000,6,1
1,16,000000,6,7
1,16,000000,6,1
1,16,000000,6,1
3,19,115000,1,1
1,21,000320,6,1
1,21,013400,1,1
1,20,045500,1,1
1,18,086000,1,1
5,11,,,1
5,07,,,1
3,21,098000,1,9
3,21,040000,1,1
1,16,100000,1,1
1,16,000000,6,1
2,22,000000,3,1
1,20,000000,3,1
5,03,,,1
5,,,,1
1,18,040000,1,1
1,20,032000,1,1
1,19,008900,1,1
5,16,023000,1,1
2,19,030000,1,1
1,23,035000,1,1
1,21,000000,6,1
1,21,032000,1,1
1,18,020800,1,1
5,,,,1
2,22,000000,6,1
1,19,060000,1,1
1,16,000220,6,1
5,13,000000,3,1
1,22,035000,1,1
1,19,079000,1,1
5,03,,,1
5,02,,,1
1,18,000000,6,1
1,16,000000,6,1
1,20,050000,1,1
1,16,110000,1,1
5,15,000000,6,1
2,16,000000,6,1
1,16,005000,2,1
1,16,000000,6,1
1,19,070000,1,1
5,14,000000,3,1
1,18,040000,1,1
1,19,028000,1,1
1,19,000000,3,1
5,19,015600,1,1
1,20,060000,1,1
1,21,054000,1,6
2,21,000000,6,1
2,22,005000,1,1
2,16,000000,6,1
1,18,000000,1,1
1,16,015900,1,1
5,14,000900,6,1
5,13,000800,6,1
5,12,000000,,1
5,09,,,1
5,04,,,1
2,16,000000,6,1
1,19,014000,1,1
2,16,034600,1,3
3,16,012800,1,3
4,14,024000,1,3
5,19,000000,6,3
3,23,000000,1,1
5,15,000000,6,1
2,19,080000,1,1
1,21,004000,6,1
1,22,000000,6,1
5,,,,1
1,21,000000,6,1
1,16,000000,6,1
1,16,000000,6,1
1,21,050000,1,1
5,19,002000,1,1
5,16,008000,1,9
1,16,000000,6,6
1,16,033000,1,6
5,16,039000,1,6
1,20,080000,1,1
1,18,040000,1,1
5,08,,,1
5,03,,,1
3,21,168000,1,1
4,19,000000,6,1
1,18,000000,6,1
1,18,100000,1,1
5,19,003000,1,1
1,22,000000,6,1
1,22,000000,6,1
1,16,000000,6,1
1,13,000000,6,1
1,21,055000,1,1
1,21,000000,6,1
5,19,011200,6,1
4,18,003600,1,1
1,21,078000,1,2
1,21,067000,1,2
5,21,042000,1,2
5,19,030000,1,2
1,19,043000,1,8
1,18,043000,1,8
5,02,,,8
5,,,,8
1,24,100000,1,1
1,22,000000,6,1
5,09,,,1
5,05,,,1
1,22,040000,2,6
1,22,060000,2,1
5,,,,9
5,,,,6
1,19,032000,1,1
1,16,040000,1,1
1,21,000000,6,1
1,18,000000,6,1
5,18,002400,6,2
3,19,006000,3,8
1,19,046000,1,1
1,15,000000,6,1
3,16,090000,1,1
3,20,060000,1,1
5,14,001000,1,1
1,16,020000,1,1
1,16,000000,6,1
5,16,030000,1,1
5,16,003000,1,1
1,20,000000,6,8
1,20,000000,1,1
5,03,,,9
5,,,,9
2,18,000000,6,1
3,20,026000,1,1
5,09,,,1
1,16,000000,6,1
1,21,000000,6,1
3,19,008000,3,1
5,18,002000,3,1
3,12,000300,3,3
1,16,040000,1,1
1,17,060000,1,1
5,12,000000,6,1
1,21,032500,1,1
1,16,000000,3,1
5,05,,,1
5,01,,,1
1,21,000000,6,1
1,21,070000,1,6
1,22,089000,1,1
1,21,000000,1,1
5,06,,,1
5,01,,,1
1,22,100000,1,1
1,22,030000,1,1
5,21,023500,1,1
1,23,011400,6,1
1,17,000000,6,1
1,20,012000,1,1
1,16,038000,1,1
1,21,130000,1,1
1,21,125000,1,1
5,01,,,1
5,,,,1
5,16,000000,6,2
3,18,056000,1,1
1,20,000000,6,1
1,19,000000,6,1
1,21,055000,1,1
1,21,036000,1,1
5,,,,1
5,20,040000,1,6
1,20,000250,6,1
1,21,000000,6,1
1,19,000780,3,1
1,16,080000,1,1
3,19,042000,1,9
1,14,020000,1,1
1,11,000000,6,1
5,16,000000,3,1
5,14,003800,2,1
5,11,000000,,1
5,02,,,1
1,19,005400,6,1
1,16,000000,6,1
1,19,033800,1,1
1,18,005600,3,1
5,02,,,1
5,21,065000,1,1
1,19,050000,1,1
1,19,032000,1,1
1,16,026000,1,6
3,21,100000,1,1
5,19,000000,6,1
3,20,038600,1,1
5,09,,,1
1,22,000000,6,1
1,22,065000,1,1
5,13,000000,6,1
1,21,004000,1,1
1,21,060000,1,1
5,,,,1
5,19,000000,6,1
1,19,000000,6,1
1,16,000000,6,1
1,21,085000,1,1
1,18,030000,1,1
1,21,000000,1,1
1,16,000000,1,1
5,06,,,1
5,02,,,1
5,,,,1
1,21,083000,1,1
1,21,045000,1,1
5,19,005000,1,1
5,19,005000,6,1
1,19,000000,3,1
1,16,001000,1,1
3,19,004000,1,1
5,20,027500,1,1
1,21,012000,1,1
1,19,000000,6,1
1,11,000000,1,1
1,13,000000,1,1
5,11,,,1
5,13,000000,6,1
1,17,014000,1,1
1,16,014000,1,1
5,05,,,1
5,02,,,1
1,19,000000,1,1
1,18,000000,1,1
4,14,000000,6,8
1,16,082000,1,1
1,20,058000,1,1
5,21,000000,1,1
4,16,002400,6,1
1,20,341000,1,1
1,19,024000,1,1
1,18,028000,1,7
1,14,030000,1,6
5,04,,,9
5,,,,9
1,19,064000,1,1
1,20,094000,1,1
5,01,,,1
2,16,000000,6,1
1,13,000000,6,1
3,15,000000,3,1
5,16,022200,1,1
1,22,096000,1,6
1,22,013100,1,6
5,,,,6
3,19,022000,1,1
5,20,001500,2,1
2,19,000000,6,1
1,19,000000,3,1
1,21,054000,1,1
5,03,,,1
1,19,000000,6,1
1,18,000000,6,1
5,20,022900,1,1
5,02,,,1
5,17,070000,1,5
5,14,000000,6,1
1,21,150000,1,1
1,21,000500,1,1
1,21,090000,1,1
1,21,070000,1,1
5,11,000000,,1
5,08,,,1
1,24,046000,1,6
1,22,000000,6,6
5,08,,,6
5,01,,,6
5,20,023000,1,1
2,16,000000,6,1
1,20,082000,1,2
1,19,000000,6,2
5,06,,,2
5,04,,,2
5,01,,,2
1,16,028000,1,9
1,21,116000,1,6
5,21,017000,1,1
1,22,113000,1,1
1,21,002400,6,1
1,24,036000,1,1
1,24,037000,1,1
3,16,000000,6,1
1,21,082000,1,1
1,21,020000,1,1
1,22,135000,1,1
1,21,130000,1,1
5,11,,,1
4,19,025000,2,1
1,21,150000,1,1
1,21,000000,6,1
2,16,000000,6,1
5,21,075000,1,1
2,20,000000,6,1
5,19,004000,1,1
1,21,016000,1,1
1,21,036000,1,1
5,,,,1
1,21,055000,1,1
1,21,086000,1,1
2,23,000000,6,1
3,18,000000,3,1
1,21,000000,6,1
1,23,075000,1,1
1,22,058000,1,1
1,21,108000,1,1
1,19,030000,1,1
1,19,035400,1,1
5,07,,,1
5,06,,,1
2,13,000000,6,1
1,17,055000,1,6
1,16,038000,1,6
5,19,000000,3,9
5,15,000000,3,9
2,01,000000,6,6
3,19,000000,6,2
5,04,,,2
1,20,011000,1,1
1,22,057000,1,1
2,16,000000,6,1
5,16,003200,1,1
2,16,016000,1,1
5,16,013700,1,1
3,19,050000,1,2
5,10,,,2
1,19,080000,1,1
1,18,000000,3,1
5,07,,,1
1,21,135000,1,1
1,20,115000,1,1
5,09,,,1
5,03,,,1
1,21,341000,1,1
1,21,000000,6,1
5,18,007500,1,1
3,19,000000,6,1
3,14,000000,6,1
1,20,058000,4,1
1,19,027000,1,1
1,16,042000,1,1
1,20,046000,1,1
5,20,024000,1,1
5,01,,,1
1,21,029600,1,1
1,20,023800,1,1
5,12,000000,6,1
5,11,000000,,1
5,20,002500,1,9
1,16,044000,1,5
1,20,007000,1,1
5,17,008000,6,6
5,18,003000,3,5
5,15,000000,6,5
5,,,,5
3,16,041000,1,1
5,19,012000,3,1
5,15,000000,6,1
3,16,048000,1,1
5,12,000000,6,1
5,11,,,1
5,03,,,9
1,21,150000,1,1
1,21,033600,1,1
5,,,,1
5,,,,1
3,18,033000,1,3
1,21,000000,6,1
1,21,000000,6,1
1,21,000000,6,1
1,19,036000,1,1
2,21,000000,6,1
5,21,000000,1,1
1,19,000000,6,1
1,19,000000,6,1
1,18,179000,1,7
1,19,000000,6,7
5,05,,,7
5,02,,,7
5,01,,,7
2,17,000000,6,1
2,21,052000,1,6
1,21,000000,6,1
1,16,030000,1,1
3,19,000000,6,1
5,22,090000,1,1
3,16,000000,6,1
5,16,000000,6,1
2,16,000000,6,1
1,20,010400,1,1
1,21,010400,1,1
5,19,000200,6,8
2,19,000000,6,1
3,24,000000,6,1
2,18,013200,1,1
4,19,045000,1,1
1,21,026700,1,2
1,16,000000,6,2
1,16,014900,1,2
5,07,,,9
5,02,,,2
1,18,000000,1,2
3,17,000000,6,1
1,18,000250,1,1
1,19,012000,1,1
2,05,016000,1,1
5,19,046000,1,1
4,16,056000,1,1
3,20,001500,3,9
3,16,000000,6,3
5,14,000000,6,9
1,16,042000,1,1
1,12,000000,1,1
3,21,055000,1,1
1,21,000000,6,1
1,23,005000,1,1
1,18,070000,1,1
1,20,020000,1,1
5,03,,,1
1,19,056000,1,1
1,19,035000,1,1
3,21,050000,1,1
3,16,000000,6,1
1,21,000000,6,1
1,21,000000,6,1
5,21,072000,1,1
1,19,050000,1,1
1,20,050000,1,1
1,16,046000,1,1
1,18,045000,1,1
3,11,014000,2,8
5,12,000000,,8
5,10,,,8
5,01,,,8
5,,,,8
5,11,030000,1,8
3,20,073000,1,1
5,13,000600,6,1
3,23,000000,1,1
1,20,000000,6,1
1,21,000000,6,1
5,21,012000,1,1
5,15,012000,1,6
5,16,060000,1,6
1,19,057000,1,1
1,21,075000,1,1
1,19,000000,6,1
5,19,001500,1,1
5,13,000500,1,1
3,16,000000,6,1
1,22,030000,1,1
1,20,028600,1,1
1,16,014400,1,1
1,19,000000,6,1
1,20,060000,1,6
1,19,010000,1,6
5,20,035000,1,6
2,16,000000,6,1
1,21,100000,1,1
1,21,000000,6,1
5,07,,,1
5,04,,,1
5,02,,,1
3,20,112000,1,1
5,13,002000,1,1
5,18,045000,1,1
3,19,034000,1,6
5,19,000000,3,1
5,19,005000,1,1
1,21,050000,1,1
1,21,040000,1,1
1,18,000000,6,1
1,21,000000,6,1
3,19,000000,3,1
5,07,,,1
1,20,072000,1,1
1,20,000000,6,1
5,11,,,1
5,08,,,1
5,01,,,1
1,19,001400,1,1
1,19,045000,1,1
1,19,062000,1,6
5,19,048000,1,1
1,01,026000,1,6
5,10,,,6
5,04,,,6
1,21,023000,1,1
1,21,130000,1,1
1,20,052000,1,1
1,20,045000,1,1
5,21,341000,1,1
5,21,020100,1,6
5,19,000000,6,1
2,22,000000,6,1
1,16,000000,6,1
1,19,044000,1,1
1,20,024000,1,1
3,16,000000,6,1
1,19,000000,6,1
1,20,006000,1,1
5,16,000000,6,2
5,16,007200,1,2
5,16,000000,3,2
5,19,000000,6,2
1,12,000000,1,6
1,14,030000,1,6
5,21,042000,1,6
5,21,035000,1,1
5,21,060000,1,1
1,22,140000,1,1
1,16,000000,6,1
1,19,000000,1,1
1,19,000000,1,1
5,19,000000,6,1
1,23,048000,1,1
1,20,020000,1,1
5,12,,,1
5,08,,,1
1,17,042000,1,3
1,16,036000,1,1
1,18,072000,1,1
1,18,072000,1,1
5,16,002900,1,1
5,16,001200,1,1
5,14,000000,6,1
3,16,000000,1,1
3,10,035000,1,1
1,20,045000,1,1
1,16,012000,1,1
5,16,000000,1,1
1,16,040000,2,1
1,07,000000,6,1
5,13,000000,3,1
5,09,,,1
5,04,,,1
1,20,000000,1,1
1,19,005000,1,1
5,13,000000,6,1
5,10,000000,,1
5,04,,,1
3,16,022000,1,1
5,21,081000,1,1
1,06,013000,6,1
1,04,015600,1,1
5,19,000000,3,1
5,16,000000,3,1
3,16,000000,6,1
5,16,000000,6,1
1,22,065000,1,6
1,22,120000,1,1
5,09,,,9
5,07,,,9
1,21,000000,6,1
1,21,000000,6,1
1,19,200000,1,1
1,18,095000,1,1
1,18,002500,1,1
5,14,000000,6,1
3,16,000000,6,1
1,22,036000,1,1
1,21,030000,1,1
3,16,000000,6,1
1,21,000000,6,1
1,22,003600,1,1
5,13,000000,6,9
3,19,065000,1,1
1,20,010000,1,1
1,19,000000,3,1
1,21,000000,6,1
1,19,000000,6,1
1,16,004000,2,1
1,16,048000,1,1
1,18,000000,6,1
1,16,000000,6,1
3,16,000000,1,1
3,18,050000,1,1
5,20,030000,1,1
1,13,000000,6,1
1,16,000000,6,1
1,18,090000,1,1
1,18,006000,1,9
5,06,,,9
5,03,,,9
1,16,000000,6,5
1,16,000000,6,9
3,17,012400,3,1
2,13,000000,6,1
1,16,033000,1,1
1,16,020000,1,1
4,15,000000,6,1
5,16,010500,1,1
5,03,,,1
5,02,,,1
5,20,068000,1,1
5,17,048000,1,1
1,01,060000,1,1
1,18,001000,1,1
5,14,003000,6,1
5,01,000000,6,1
1,20,000000,6,9
1,16,000000,6,1
4,16,023000,1,1
5,13,000000,6,1
5,11,000000,,1
1,09,020800,1,1
1,16,006700,1,1
5,05,,,1
2,19,000000,6,1
2,16,000000,6,1
3,22,030000,1,1
1,16,050000,1,1
1,19,066000,1,1
3,20,050000,1,6
2,11,000000,6,1
3,16,000000,3,1
5,08,,,1
2,20,000000,6,1
5,23,341000,1,1
3,19,075000,1,1
5,11,000000,,1
5,09,,,1
5,07,,,1
3,16,038000,1,1
1,21,000000,1,1
1,22,008000,1,1
5,06,,,1
5,04,,,1
1,19,000000,6,1
1,22,060000,1,1
1,20,000000,1,1
1,16,000000,6,1
1,20,028000,1,1
5,16,000000,6,1
5,12,000000,6,1
5,20,003000,1,1
5,21,000000,6,1
1,16,000000,6,1
1,16,000000,6,1
4,16,000000,6,1
4,18,000000,3,1
5,13,000000,6,1
5,10,,,1
5,07,,,1
5,,,,9
1,15,000000,6,1
1,22,081000,3,1
1,22,045000,6,9
3,20,000000,6,1
3,17,000000,6,1
5,19,000000,6,7
3,19,005000,1,1
5,19,018000,4,1
3,23,010000,1,1
4,21,040000,1,1
1,20,078000,1,1
1,21,000000,6,1
5,03,,,1
5,01,,,1
5,14,002500,6,1
3,22,064000,2,1
1,22,041000,1,1
1,21,115000,1,6
5,09,,,9
5,06,,,9
3,21,024000,1,3
5,16,000000,3,3
5,16,000000,3,3
5,16,000000,3,3
1,15,042000,1,1
1,22,000000,6,1
3,16,006600,1,6
5,15,000000,6,6
1,19,000000,6,1
1,11,060000,1,1
1,21,000000,6,1
1,21,000000,6,1
5,18,083000,1,9
5,05,,,9
5,21,065000,1,6
1,20,000000,6,1
1,16,022000,1,1
2,16,000000,6,1
1,21,005200,6,1
1,22,052000,1,1
3,18,000000,6,1
1,20,001800,3,1
1,15,047800,1,1
1,21,057000,1,1
1,21,017800,1,1
1,22,000000,6,6
1,21,000000,6,6
1,11,030000,1,6
1,11,014700,1,6
5,19,035000,1,1
5,18,029500,1,1
1,16,000000,6,1
1,17,000000,6,1
1,22,000000,6,1
1,20,000000,6,1
1,08,040000,1,1
1,17,000000,6,1
5,14,000000,6,1
3,22,063000,1,1
5,21,152000,1,1
1,19,190000,1,1
1,19,020000,6,1
1,23,057000,1,1
1,21,000000,6,1
5,01,,,1
5,,,,1
3,14,000000,6,1
5,16,000000,6,1
1,19,045000,1,1
1,19,015000,1,1
1,16,004000,1,1
1,22,022000,1,9
5,14,000000,6,1
5,13,000000,6,1
3,21,087000,1,1
1,22,044000,1,1
1,22,060000,1,1
5,01,,,1
1,21,030000,1,1
1,17,006500,1,1
1,21,000700,3,1
1,18,000000,6,1
1,16,046000,1,1
1,16,026200,1,1
1,19,111000,1,1
1,17,014500,1,1
5,19,001000,6,1
5,20,080000,1,1
5,19,024100,1,1
5,02,,,1
3,22,071000,1,1
5,17,000000,3,1
5,14,000650,3,1
5,12,000000,6,1
5,15,000000,6,1
3,21,000000,6,1
2,16,000000,6,1
3,21,020100,1,1
5,21,040000,1,1
3,23,000000,1,1
3,20,035000,6,9
1,01,060000,1,8
1,01,030000,1,8
5,18,010000,3,8
5,14,000000,6,8
5,08,,,8
3,21,054000,1,1
5,16,006000,1,1
1,21,080000,1,1
1,21,041000,1,1
3,17,048000,1,2
5,17,000000,3,2
2,19,001000,1,1
4,16,026500,1,1
5,11,,,1
5,05,,,1
1,18,019000,1,1
1,15,021000,1,1
1,20,000000,1,1
1,19,031000,1,1
5,03,,,1
5,02,,,1
2,19,000000,6,1
5,09,015000,1,1
5,17,016000,1,1
5,16,013000,1,1
5,18,006000,6,1
1,21,021000,1,1
1,16,000000,1,1
5,22,055000,1,1
5,21,003000,6,1
2,21,000000,6,1
1,17,035300,1,1
1,09,016400,1,1
5,12,000000,,1
5,10,,,1
5,01,,,1
5,21,029000,1,1
1,16,000000,6,1
1,16,024000,2,1
5,22,088000,1,6
1,21,110000,1,1
1,19,024000,1,1
5,15,000000,6,1
2,16,000000,6,1
2,16,003700,1,1
5,21,031500,1,1
3,16,000000,6,2
1,19,030000,1,6
1,19,012000,1,6
5,16,016100,1,6
5,18,034000,1,6
5,02,,,6
5,,,,6
1,16,035600,1,1
1,19,038000,1,1
3,23,000000,1,1
3,22,012000,1,1
1,18,000000,6,9
1,16,000000,6,1
1,21,000000,6,1
1,21,090000,1,1
5,07,,,1
5,03,,,1
5,19,000000,6,1
3,21,075000,1,1
1,21,014000,1,1
1,20,092000,1,1
5,07,,,1
5,19,020000,1,1
5,18,017500,1,8
5,21,020000,1,1
5,03,,,1
2,19,000000,6,1
3,19,029000,1,1
5,07,,,9
5,04,,,9
1,16,035000,1,1
1,16,013200,1,1
1,11,000000,6,1
1,18,002000,6,1
1,21,090000,1,1
1,21,085000,1,6
2,13,000000,6,1
5,21,000000,1,1
3,21,040000,1,1
5,19,013300,1,1
5,13,000000,3,1
1,18,000000,6,1
1,19,000000,6,1
3,18,018000,1,6
5,19,005000,1,6
4,06,000000,6,6
5,21,026000,1,1
2,20,000000,6,1
2,18,000000,6,1
2,17,000000,6,1
3,16,025800,1,1
1,22,000000,6,1
1,24,000000,6,1
4,21,030000,1,1
1,21,023200,1,1
3,19,000000,6,1
1,19,000000,6,2
1,16,031300,1,2
3,18,025000,1,1
3,14,000800,1,1
5,16,000000,3,1
1,11,012000,1,1
1,17,012300,1,1
3,18,000000,6,1
3,21,000000,6,1
5,18,017000,6,1
3,18,046000,1,1
1,20,110000,1,6
1,21,000000,3,6
1,22,000000,6,1
1,22,000000,6,1
2,16,026000,2,1
5,13,000000,6,1
1,18,056000,4,1
3,12,000000,6,1
5,13,000000,6,1
3,04,000000,6,1
5,19,001800,1,1
5,09,,,8
5,19,004700,1,1
1,21,080000,1,1
1,20,030000,1,1
1,22,000000,6,1
1,22,000000,6,1
5,12,000000,,2
1,16,033000,1,1
1,20,059000,3,1
5,16,001000,1,1
2,19,001500,6,1
1,19,000000,6,1
1,21,000000,6,1
1,19,002200,6,1
1,21,115000,1,1
5,13,000000,6,1
5,19,000000,6,1
1,21,000000,1,1
1,19,000000,6,3
2,19,000000,6,1
4,17,015000,2,1
5,13,001300,1,1
5,06,,,1
5,18,000000,6,6
1,16,060000,1,1
1,16,030000,1,1
5,12,000000,,1
1,16,026000,1,5
1,19,000000,3,1
1,19,027000,1,1
1,19,000000,6,1
5,11,,,1
5,08,,,1
5,01,023100,1,1
5,16,042000,1,1
1,16,035700,1,1
1,16,026000,1,1
3,19,046000,1,1
3,16,020000,1,1
3,19,000000,3,1
5,21,056000,1,1
3,16,074000,1,9
1,20,000000,6,1
5,11,000840,1,1
2,16,000000,6,1
2,21,000000,6,1
2,19,028000,1,1
3,12,000000,6,1
5,12,000000,6,1
5,10,,,1
5,05,,,1
5,20,001200,6,1
5,22,000000,6,6
3,22,028000,1,1
5,16,026800,1,1
3,21,000000,6,1
1,16,028000,1,1
1,18,053000,1,1
2,19,000000,6,1
1,21,000000,6,1
1,22,054000,1,2
5,08,,,9
5,06,,,9
5,03,,,9
5,01,,,9
1,19,050000,1,1
1,19,000000,6,9
5,16,000000,3,1
1,16,000000,6,1
1,15,035000,2,1
1,20,000000,3,1
1,20,026900,1,1
5,16,075000,3,1
5,16,000270,6,1
5,16,010000,1,1
1,19,089000,1,1
1,16,049000,1,1
5,03,,,1
5,11,,,1
5,08,,,1
2,21,000000,6,1
2,19,000000,6,1
3,21,041600,1,1
1,22,000000,6,1
1,21,000000,6,1
5,18,000000,6,1
5,01,,,1
1,22,059000,1,1
1,21,086000,1,1
5,,,,1
5,21,070000,1,1
1,19,000000,6,1
1,11,000000,6,1
1,19,000000,6,1
1,18,000000,6,1
5,17,000000,6,1
1,17,030000,1,1
1,16,002700,1,1
5,10,,,1
3,17,000000,3,1
4,24,070000,3,6
5,20,000000,6,6
5,20,000000,6,6
5,16,000000,6,1
1,16,000000,6,1
5,17,048200,1,1
1,20,014500,1,1
5,19,010000,1,1
1,20,022300,1,1
1,16,023400,1,6
1,07,000000,6,1
5,19,000000,1,9
5,14,000000,6,9
5,13,000000,6,9
3,20,000000,6,1
5,19,000000,6,1
5,18,051000,1,2
5,06,,,2
1,22,000000,6,1
1,19,000000,6,1
3,16,000000,6,1
5,16,024000,1,1
5,16,036000,1,1
5,21,120000,1,2
5,21,000000,1,2
1,16,020000,4,1
1,20,000000,3,1
5,03,,,1
1,16,040000,1,1
1,19,036000,1,1
5,19,011400,1,1
5,12,,,1
2,16,000000,6,1
1,22,019000,1,1
1,22,120000,1,1
3,18,059000,1,3
5,02,,,3
1,21,065000,1,1
1,18,023000,1,1
5,21,000000,6,1
1,23,000000,1,2
1,21,060000,1,1
1,22,070000,1,1
1,21,065000,1,1
5,12,000000,,1
2,16,000000,6,1
1,21,000000,6,1
1,16,000000,6,1
1,22,105000,1,1
1,22,086000,1,1
5,09,,,1
5,07,,,1
1,22,035000,1,1
1,22,055000,1,1
5,01,,,1
3,20,040000,1,1
1,23,200000,1,1
1,23,341000,1,1
5,07,,,1
5,07,,,1
5,07,,,1
5,06,,,1
1,20,036000,1,1
1,18,022400,1,1
5,06,,,1
5,18,017000,6,1
3,21,010000,1,1
1,18,058000,1,1
1,18,058000,1,1
5,16,006000,1,1
5,08,,,1
5,19,002000,6,1
1,17,045000,4,1
1,19,001400,6,1
5,01,,,1
5,16,035000,1,1
1,17,000000,1,1
1,16,007400,6,1
5,08,,,1
5,13,000000,6,5
1,22,060000,3,1
1,22,075000,1,1
1,20,000000,3,1
1,21,013600,1,1
4,16,000000,1,1
1,19,000000,1,6
1,13,017000,1,6
5,19,013000,1,6
5,21,007000,6,6
2,01,000000,6,6
1,19,000000,6,1
1,19,058000,1,1
1,22,003000,1,1
1,21,000000,6,1
5,22,080000,1,6
3,14,000000,6,1
1,16,000000,6,1
1,19,000000,3,1
5,20,015300,1,1
5,19,040000,1,1
1,19,070000,1,1
1,15,000000,6,1
5,12,010000,6,9
1,22,081000,6,3
1,19,028000,1,1
5,20,015000,3,3
2,21,000000,6,1
5,13,000000,6,1
5,10,,,1
5,06,,,1
1,20,065000,1,1
1,16,030000,1,1
5,20,000000,6,1
1,16,110000,1,1
1,19,000240,6,1
5,05,,,1
5,02,,,1
3,19,030000,1,1
3,19,000000,6,1
4,17,000000,6,8
3,20,000000,3,1
5,12,004200,1,1
1,21,030000,2,1
1,21,031800,1,1
2,19,000000,6,1
1,20,030000,6,1
1,20,090000,1,1
1,21,006000,6,1
5,18,003000,6,1
5,01,,,1
5,02,,,1
5,,,,1
3,12,000000,6,1
3,21,081000,1,1
5,16,025000,6,1
3,19,014400,1,1
5,07,,,1
5,04,,,1
1,16,029000,1,1
1,18,023000,1,1
1,21,000000,6,1
1,21,000000,6,1
1,19,000000,6,1
1,16,000000,6,3
2,23,083000,1,1
5,16,000800,1,1
2,19,065000,1,1
5,13,000000,6,1
2,20,040000,1,1
5,13,000000,,1
5,22,003200,1,1
3,18,000000,6,1
5,12,000000,6,8
1,16,000000,6,1
1,19,000000,6,1
5,22,010000,1,1
1,22,190000,1,1
1,20,075000,1,1
5,19,006700,6,1
3,19,000000,6,1
1,19,000000,6,1
1,19,000000,6,1
3,20,034300,1,1
5,16,019000,1,1
5,06,,,1
5,03,,,1
5,01,,,1
3,17,030000,1,1
5,22,074000,1,1
1,19,000000,6,1
4,19,018000,1,1
5,03,,,1
5,,,,1
1,24,135000,1,1
1,22,000000,3,1
5,19,000000,6,1
5,18,000000,6,2
5,16,000000,6,1
5,19,008300,1,1
5,19,001600,6,1
1,24,125000,1,1
3,18,000000,6,1
5,22,000000,6,1
5,19,000000,6,1
1,18,032000,1,1
1,16,000000,1,1
1,21,019000,1,1
1,21,024000,1,1
2,24,000000,6,1
1,23,000000,1,9
1,09,010600,1,1
1,01,015600,1,1
5,19,035000,1,1
4,19,100000,1,1
5,07,,,1
5,04,,,1
1,19,072000,1,1
1,16,012100,1,1
5,19,014800,1,1
5,19,023400,1,1
5,21,058000,1,1
1,16,000000,6,1
1,16,000000,6,1
1,16,055000,1,1
1,16,010000,1,1
1,14,000000,6,1
1,14,084000,1,1
5,05,,,1
5,04,,,1
5,01,,,1
1,16,055000,1,1
1,16,040000,1,1
5,14,001200,1,1
5,12,029000,1,1
5,02,,,1
5,,,,1
5,,,,1
5,12,000000,6,1
5,14,000000,3,1
1,18,000000,1,1
1,16,070000,1,1
5,10,,,1
5,03,,,1
2,16,000000,6,1
2,18,000000,6,1
5,19,002800,1,1
1,09,000000,6,6
1,18,000000,6,6
1,16,065000,1,1
1,21,060000,1,1
5,16,005000,1,1
5,12,000000,,1
1,16,041000,4,1
1,19,000000,6,1
5,,,,1
3,18,000000,6,9
3,16,020000,1,1
5,14,000000,6,1
5,05,,,1
5,03,,,1
5,03,,,1
5,19,000000,6,6
1,22,060000,6,1
1,21,080000,1,1
1,16,070000,1,1
1,22,000000,6,1
5,,,,1
3,21,030000,1,1
1,18,020000,3,1
1,20,002600,1,1
5,01,,,1
5,,,,1
3,19,036000,1,3
3,20,000000,6,1
1,21,077000,1,1
1,21,000000,6,1
5,09,,,1
5,07,,,1
5,05,,,1
5,03,,,1
5,17,000000,3,6
1,21,091000,1,1
1,21,072000,1,1
1,20,065000,1,1
1,16,042000,1,1
3,16,037000,1,1
5,14,002500,1,3
1,18,065000,1,1
1,18,011000,1,1
5,19,005000,1,1
5,14,005000,1,1
5,11,000000,,1
4,16,060000,1,1
1,17,064000,1,1
1,19,000000,6,1
5,13,000090,3,1
5,12,000000,,1
5,01,,,1
1,21,000000,6,1
1,16,000000,6,1
2,21,000000,6,1
1,16,341000,1,1
1,18,009700,1,1
5,21,020000,1,1
3,19,000000,6,1
3,18,115000,1,1
5,03,,,1
5,02,,,1
1,21,000000,6,1
1,21,000000,1,1
2,16,000000,1,3
